"tree" "sp" "type" "Y" "X" "X50N" "Y50N" "X50Nc" "Y50Nc" "elev" "side" "fullname" "mlim" "dden" "fsen" "habit" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "Sum_FF" "Q1" "Q2" "Q3" "Q4" "halfLife"
"3775" "11QSmul12" "Smul" "Subcanopy" 5.855722222 117.957 605943.0166 647346.1039 605638.9776 647285.4189 19 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 55 1 0 1 "0" 0 1721.3013 296.8443 0.061038958 NA NA NA NA 3052.12430882782
"3776" "11QSmul13" "Smul" "Subcanopy" 5.855222222 117.9568889 605930.8106 647290.8046 605626.7716 647230.1196 30 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 50 0 0 0 "0" 0 1709.0953 241.545 0.017685217 NA NA NA NA 7.30221641905635e-07
"3777" "11QSmul14" "Smul" "Subcanopy" 5.855083333 117.9571389 605958.5151 647275.4966 605654.4761 647214.8116 40.78795 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45 1 0 1 "0" 0 1736.7998 226.237 0.036211556 NA NA NA NA 2025.50202633979
"3778" "11QSmul15" "Smul" "Subcanopy" 5.855222222 117.95725 605970.7892 647290.8727 605666.7502 647230.1877 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 0 "0" 0 1749.0739 241.6131 0.026945319 64 2 5 7 1600.00817593961
"3779" "11QSmul16" "Smul" "Subcanopy" 5.855388889 117.9572778 605973.8356 647309.3041 605669.7966 647248.6191 34 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 63.3 1 0 1 "0" 0 1752.1203 260.0445 0.027855756 NA NA NA NA 4006.90393630506
"3780" "11QSmul17" "Smul" "Subcanopy" 5.8555 117.9574167 605989.1928 647321.6144 605685.1538 647260.9294 32 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 0 0 0 "0" 0 1767.4775 272.3548 0.030861449 NA NA NA NA 0.00383972543099135
"3781" "11QSmul18" "Smul" "Subcanopy" 5.855833333 117.9575278 606001.4302 647358.4876 605697.3912 647297.8026 24 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 72.6 1 0 1 "0" 0 1779.7149 309.228 0.066265815 NA NA NA NA 5325.52692674034
"3782" "11QSmul19" "Smul" "Subcanopy" 5.855805556 117.9574444 605992.202 647355.401 605688.163 647294.716 22.65261 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 83.7 1 0 1 "0" 0 1770.4867 306.1414 0.041678319 NA NA NA NA 7015.55159477629
"3783" "11QSmul2" "Smul" "Subcanopy" 5.855805556 117.9568889 605930.7007 647355.2961 605626.6617 647294.6111 12 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 50 1 0 1 "0" 0 1708.9854 306.0365 0.043383303 NA NA NA NA 2512.89565600323
"3784" "11QSmul20" "Smul" "Subcanopy" 5.855722222 117.9576389 606013.7514 647346.2245 605709.7124 647285.5395 29 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 49 0 0 1 "0" 0 1792.0361 296.9649 0.046229306 NA NA NA NA 2.58177747275894
"3785" "11QSmul21" "Smul" "Subcanopy" 5.855805556 117.9576111 606010.6579 647355.4324 605706.6189 647294.7474 24.72332 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 43.4 1 0 1 "0" 0 1788.9426 306.1728 0.045239527 NA NA NA NA 1887.94259793068
"3786" "11QSmul22" "Smul" "Subcanopy" 5.855916667 117.9576111 606010.6369 647367.7165 605706.5979 647307.0315 20 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 65 1 0 0 "0" 0 1788.9216 318.4569 0.039660734 NA NA NA NA 4226.82399235483
"3787" "11QSmul23" "Smul" "Subcanopy" 5.855888889 117.9575 605998.3419 647364.6245 605694.3029 647303.9395 21 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 69.8 1 0 1 "0" 0 1776.6266 315.3649 0.056280869 NA NA NA NA 4918.8202596518
"3788" "11QSmul24" "Smul" "Subcanopy" 5.855944444 117.9576667 606016.7874 647370.7979 605712.7484 647310.1129 15.32355 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 33 0 0 1 "0" 0 1795.0721 321.5383 0.053560392 NA NA NA NA 18.3341778312862
"3789" "11QSmul25" "Smul" "Subcanopy" 5.856055556 117.9577222 606022.911 647383.0926 605718.872 647322.4076 15.34945 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 38 1 0 1 "0" 0 1801.1957 333.833 0.025850012 NA NA NA NA 1444.2664772606
"3790" "11QSmul26" "Smul" "Subcanopy" 5.855805556 117.95775 606026.036 647355.4586 605721.997 647294.7736 23 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 55 0 0 1 "0" 0 1804.3207 306.199 0.037898563 NA NA NA NA 0.0610848508906971
"3791" "11QSmul27" "Smul" "Subcanopy" 5.855583333 117.9576944 606019.9222 647330.8799 605715.8832 647270.1949 33.00869 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 52 1 0 1 "0" 0 1798.2069 281.6203 0.044561115 NA NA NA NA 2704.30844073856
"3792" "11QSmul28" "Smul" "Subcanopy" 5.855416667 117.9576944 606019.9536 647312.4538 605715.9146 647251.7688 40 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 71.5 1 0 1 "0" 0 1798.2383 263.1942 0.081403766 NA NA NA NA 5186.58543537014
"3793" "11QSmul29" "Smul" "Subcanopy" 5.855638889 117.9575833 606007.6115 647337.001 605703.5725 647276.316 32 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 89.6 0 0 0 "0" 0 1785.8962 287.7414 0.038950114 NA NA NA NA 0.349756703725224
"3794" "11QSmul3" "Smul" "Subcanopy" 5.855805556 117.9571111 605955.3012 647355.338 605651.2622 647294.653 17 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45 1 0 1 "0" 0 1733.5859 306.0784 0.074925212 NA NA NA NA 2067.40040471277
"3795" "11QSmul30" "Smul" "Subcanopy" 5.855583333 117.9577222 606023.0001 647330.8851 605718.9611 647270.2001 33 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 37 0 0 1 "0" 0 1801.2848 281.6255 0.156985272 NA NA NA NA 229.485533315412
"3796" "11QSmul31" "Smul" "Subcanopy" 5.855555556 117.9578056 606032.2388 647327.8299 605728.1998 647267.1449 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 34.6 1 0 1 "0" 0 1810.5235 278.5703 0.107638031 NA NA NA NA 1269.58861674822
"3797" "11QSmul32" "Smul" "Subcanopy" 5.855527778 117.9578333 606035.3108 647324.7641 605731.2718 647264.0791 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 1 "0" 0 1813.5955 275.5045 0.147039486 NA NA NA NA 1757.74511687258
"3798" "11QSmul33" "Smul" "Subcanopy" 5.8555 117.9578611 606038.3939 647321.6983 605734.3549 647261.0133 36.03903 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45.5 1 0 1 "0" 0 1816.6786 272.4387 0.109267264 NA NA NA NA 2163.60907768822
"3799" "11QSmul34" "Smul" "Subcanopy" 5.855361111 117.9576944 606019.9641 647306.3117 605715.9251 647245.6267 43 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 65 1 0 1 "0" 0 1798.2488 257.0521 0.075825095 NA NA NA NA 4293.98308986821
"3800" "11QSmul35" "Smul" "Subcanopy" 5.855416667 117.9576111 606010.7312 647312.4381 605706.6922 647251.7531 39 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 62.7 1 0 1 "0" 0 1789.0159 263.1785 0.100885669 NA NA NA NA 4156.20980698028
"3801" "11QSmul36" "Smul" "Subcanopy" 5.855388889 117.9575833 606007.6586 647309.3618 605703.6196 647248.6768 39.75809 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 70 1 0 1 "0" 0 1785.9433 260.1022 0.091285694 NA NA NA NA 5116.98874008103
"3802" "11QSmul37" "Smul" "Subcanopy" 5.855305556 117.9576667 606016.9078 647300.1645 605712.8688 647239.4795 45.23652 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 39.4 0 0 0 "0" 0 1795.1925 250.9049 0.068019882 NA NA NA NA 22.9308326220733
"3803" "11QSmul38" "Smul" "Subcanopy" 5.855361111 117.9578056 606032.2755 647306.3327 605728.2365 647245.6477 42 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 47 1 0 0 "0" 0 1810.5602 257.0731 0.052927771 NA NA NA NA 2209.87709170752
"3804" "11QSmul39" "Smul" "Subcanopy" 5.855416667 117.9576667 606016.8869 647312.4486 605712.8479 647251.7636 40 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 76.4 0 0 1 "0" 0 1795.1716 263.189 0.197544581 NA NA NA NA 768.102487190628
"3805" "11QSmul4" "Smul" "Subcanopy" 5.855861111 117.9570556 605949.1461 647361.4696 605645.1071 647300.7846 13 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 80 1 0 1 "0" 0 1727.4308 312.21 0.045137906 NA NA NA NA 6409.15652894593
"3806" "11QSmul40" "Smul" "Subcanopy" 5.855055556 117.9578611 606038.4777 647272.562 605734.4387 647211.877 54 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 43.7 1 0 0 "0" 0 1816.7624 223.3024 0.046063155 NA NA NA NA 1912.78962176185
"3807" "11QSmul41" "Smul" "Subcanopy" 5.855138889 117.9579444 606047.6844 647281.7908 605743.6454 647221.1058 51.26752 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 43 0 0 1 "0" 0 1825.9691 232.5312 0.058047652 NA NA NA NA 10.2153104118787
"3808" "11QSmul42" "Smul" "Subcanopy" 5.85525 117.9579167 606044.5967 647294.0696 605740.5577 647233.3846 46 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 52.4 0 0 1 "0" 0 1822.8814 244.81 0.075445691 NA NA NA NA 47.9987452674265
"3809" "11QSmul43" "Smul" "Subcanopy" 5.855138889 117.9580833 606063.0625 647281.817 605759.0235 647221.132 55.04953 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 85.5 1 0 1 "0" 0 1841.3472 232.5574 0.035841473 NA NA NA NA 7310.47977016738
"3810" "11QSmul44" "Smul" "Subcanopy" 5.855194444 117.9578889 606041.5293 647287.9223 605737.4903 647227.2373 48 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 93 1 0 1 "0" 0 1819.814 238.6627 0.043263428 NA NA NA NA 8649.53348041966
"3811" "11QSmul45" "Smul" "Subcanopy" 5.855027778 117.9583056 606087.6951 647269.5749 605783.6561 647208.8899 53 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 31.5 1 0 1 "0" 0 1865.9798 220.3153 0.017889225 47 1 2 0 992.250026755457
"3812" "11QSmul46" "Smul" "Subcanopy" 5.855166667 117.9582222 606078.4354 647284.9143 605774.3964 647224.2293 51 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45 0 0 1 "0" 0 1856.7201 235.6547 0.034117224 NA NA NA NA 0.169316015557697
"3813" "11QSmul47" "Smul" "Subcanopy" 5.85525 117.958 606053.8191 647294.0854 605749.7801 647233.4004 48 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 65 1 0 1 "0" 0 1832.1038 244.8258 0.060555739 NA NA NA NA 4239.98563246932
"3814" "11QSmul48" "Smul" "Subcanopy" 5.855333333 117.958 606053.8034 647303.2984 605749.7644 647242.6134 45 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 98.7 1 0 1 "0" 0 1832.0881 254.0388 0.061054643 NA NA NA NA 9755.40632420787
"3815" "11QSmul49" "Smul" "Subcanopy" 5.855361111 117.9581389 606069.1763 647306.3957 605765.1373 647245.7107 49.00156 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 59.5 1 0 1 "0" 0 1847.461 257.1361 0.043614482 NA NA NA NA 3541.65470036654
"3816" "11QSmul5" "Smul" "Subcanopy" 5.855666667 117.9571111 605955.3274 647339.9829 605651.2884 647279.2979 23 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 30 0 0 0 "0" 0 1733.6121 290.7233 0.082171644 NA NA NA NA 32.8164894826936
"3817" "11QSmul50" "Smul" "Subcanopy" 5.855444444 117.9579722 606050.7046 647315.5772 605746.6656 647254.8922 40.04044 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 42.9 1 0 1 "0" 0 1828.9893 266.3176 0.051335303 NA NA NA NA 1841.2157044859
"3818" "11QSmul51" "Smul" "Subcanopy" 5.855277778 117.9580833 606063.0363 647297.1721 605758.9973 647236.4871 50 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 46.7 1 0 1 "0" 0 1841.321 247.9125 0.057091247 NA NA NA NA 2187.99646519027
"3819" "11QSmul52" "Smul" "Subcanopy" 5.855277778 117.9583056 606087.6479 647297.2141 605783.6089 647236.5291 46.46807 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 82.3 1 0 1 "0" 0 1865.9326 247.9545 0.023507912 22 16 18 56 6773.29319997685
"3820" "11QSmul53" "Smul" "Subcanopy" 5.855388889 117.9582778 606084.5491 647309.493 605780.5101 647248.808 46 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 62 0 0 1 "0" 0 1862.8338 260.2334 0.036366411 NA NA NA NA 0.863540066315688
"3821" "11QSmul54" "Smul" "Subcanopy" 5.855555556 117.9582222 606078.362 647327.9086 605774.323 647267.2236 41.89629 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 75 1 0 1 "0" 0 1856.6467 278.649 0.052785084 NA NA NA NA 5639.50422933649
"3822" "11QSmul55" "Smul" "Subcanopy" 5.855611111 117.9582778 606084.5072 647334.0611 605780.4682 647273.3761 41 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 61.2 1 0 1 "0" 0 1862.7919 284.8015 0.164468247 NA NA NA NA 4485.60792412795
"3823" "11QSmul56" "Smul" "Subcanopy" 5.855666667 117.9583056 606087.5746 647340.2085 605783.5356 647279.5235 38.78667 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 1 "0" 0 1865.8593 290.9489 0.07872142 NA NA NA NA 1676.85718103208
"3824" "11QSmul57" "Smul" "Subcanopy" 5.855777778 117.9583333 606090.6204 647352.4978 605786.5814 647291.8128 33 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 85 1 1 0 "0" 0 1868.9051 303.2382 0.033829016 NA NA NA NA 7225.78080635147
"3825" "11QSmul58" "Smul" "Subcanopy" 5.85575 117.9581111 606066.0251 647349.3848 605761.9861 647288.6998 32 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 51.9 1 0 1 "0" 0 1844.3098 300.1252 0.066549307 NA NA NA NA 2717.12511012071
"3826" "11QSmul59" "Smul" "Subcanopy" 5.855611111 117.9583056 606087.585 647334.0664 605783.546 647273.3814 41.78642 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 97.7 1 0 1 "0" 0 1865.8697 284.8068 0.162840515 NA NA NA NA 10312.17156051
"3827" "11QSmul6" "Smul" "Subcanopy" 5.85575 117.9571111 605955.3117 647349.196 605651.2727 647288.511 20 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45 1 0 1 "0" 0 1733.5964 299.9364 0.166965854 NA NA NA NA 2402.65276503898
"3828" "11QSmul60" "Smul" "Subcanopy" 5.855666667 117.9580278 606056.8184 647340.156 605752.7794 647279.471 37 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 63.9 1 0 1 "0" 0 1835.1031 290.8964 0.076825988 NA NA NA NA 4116.6787326854
"3829" "11QSmul61" "Smul" "Subcanopy" 5.855583333 117.9578611 606038.3781 647330.9114 605734.3391 647270.2264 34 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 60 0 0 1 "0" 0 1816.6628 281.6518 0.094771046 NA NA NA NA 42.9449920535978
"3830" "11QSmul62" "Smul" "Subcanopy" 5.855666667 117.9579444 606047.5849 647340.1402 605743.5459 647279.4552 36 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 55.9 0 0 1 "0" 0 1825.8696 290.8806 0.168410811 NA NA NA NA 269.544638409773
"3831" "11QSmul63" "Smul" "Subcanopy" 5.855722222 117.9578889 606041.4298 647346.2717 605737.3908 647285.5867 33 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 51.7 0 0 1 "0" 0 1819.7145 297.0121 0.071994202 NA NA NA NA 21.0989163082196
"3832" "11QSmul64" "Smul" "Subcanopy" 5.855694444 117.9580833 606062.9577 647343.2374 605758.9187 647282.5524 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 51.8 1 0 1 "0" 0 1841.2424 293.9778 0.083009602 NA NA NA NA 2734.81751941306
"3833" "11QSmul65" "Smul" "Subcanopy" 5.85575 117.9579722 606050.647 647349.3585 605746.608 647288.6735 33 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 61.9 1 0 0 "0" 0 1828.9317 300.0989 0.073115982 NA NA NA NA 3854.80961879988
"3834" "11QSmul66" "Smul" "Subcanopy" 5.855694444 117.9579444 606047.5796 647343.2112 605743.5406 647282.5262 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 39 1 0 0 "0" 0 1825.8643 293.9516 0.071027735 NA NA NA NA 1544.62579998713
"3835" "11QSmul67" "Smul" "Subcanopy" 5.855861111 117.9579444 606047.5482 647361.6373 605743.5092 647300.9523 28 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 1 "0" 0 1825.8329 312.3777 0.05185489 NA NA NA NA 1604.55854772238
"3836" "11QSmul68" "Smul" "Subcanopy" 5.855805556 117.9578889 606041.4141 647355.4849 605737.3751 647294.7999 29.35015 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 37 0 0 0 "0" 0 1819.6988 306.2253 0.058939983 NA NA NA NA 4.76543580187581
"3837" "11QSmul69" "Smul" "Subcanopy" 5.855722222 117.9577778 606029.1295 647346.2508 605725.0905 647285.5658 28 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 40 0 0 1 "0" 0 1807.4142 296.9912 0.042061059 NA NA NA NA 0.0175713628639684
"3838" "11QSmul7" "Smul" "Subcanopy" 5.855527778 117.9571667 605961.5092 647324.6383 605657.4702 647263.9533 30 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 30 1 0 1 "0" 0 1739.7939 275.3787 0.078472141 NA NA NA NA 1010.49372649736
"3839" "11QSmul70" "Smul" "Subcanopy" 5.855805556 117.9578889 606041.4141 647355.4849 605737.3751 647294.7999 29.35015 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 42.6 0 0 1 "0" 0 1819.6988 306.2253 0.058939983 NA NA NA NA 5.48669095026782
"3840" "11QSmul71" "Smul" "Subcanopy" 5.855944444 117.958 606053.6881 647370.8609 605749.6491 647310.1759 25 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 50 1 0 1 "0" 0 1831.9728 321.6013 0.052316695 NA NA NA NA 2530.41691125047
"3841" "11QSmul72" "Smul" "Subcanopy" 5.855888889 117.9580278 606056.7765 647364.7241 605752.7375 647304.0391 26.16088 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 69 1 0 1 "0" 0 1835.0612 315.4645 0.061395947 NA NA NA NA 4793.80108259983
"3842" "11QSmul73" "Smul" "Subcanopy" 5.855833333 117.9582222 606078.3096 647358.6188 605774.2706 647297.9338 30 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 37 1 0 0 "0" 0 1856.5943 309.3592 0.035535113 NA NA NA NA 1369.27597832722
"3843" "11QSmul74" "Smul" "Subcanopy" 5.856194444 117.9583333 606090.5417 647398.5631 605786.5027 647337.8781 18 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 65.9 1 0 1 "0" 0 1868.8264 349.3035 0.009654729 43 14 42 21 4342.81000000079
"3844" "11QSmul75" "Smul" "Subcanopy" 5.856166667 117.95775 606025.9679 647395.3819 605721.9289 647334.6969 14 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 45 1 0 1 "0" 0 1804.2526 346.1223 0.019920176 NA NA NA NA 2025.26352236577
"3845" "11QSmul8" "Smul" "Subcanopy" 5.855722222 117.9571111 605955.3169 647346.1249 605651.2779 647285.4399 21 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 65 1 NA NA "DEAD2014" 1 1733.6016 296.8653 0.153970208 NA NA NA NA 4580.38491286864
"3846" "11QSmul9" "Smul" "Subcanopy" 5.8555 117.9571389 605958.4366 647321.562 605654.3976 647260.877 30.43078 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 75 1 1 1 "0" 0 1736.7213 272.3024 0.077282154 NA NA NA NA 5735.49730498989
"3847" "12JSmul1" "Smul" "Subcanopy" 5.8534 117.9466667 604799.4162 647087.4281 604495.3772 647026.7431 40 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 65 1 0 0 "0" 0 577.7009 38.1685 0.042814277 NA NA NA NA 4309.07665722308
"3848" "12JSmul2" "Smul" "Subcanopy" 5.8534 117.9466167 604793.8805 647087.4188 604489.8415 647026.7338 42 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 60 1 0 0 "0" 0 572.1652 38.1592 0.041802754 NA NA NA NA 3684.07254040376
"3849" "12JSmul3" "Smul" "Subcanopy" 5.853933333 117.9465167 604782.7098 647146.3635 604478.6708 647085.6785 36 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 0 "0" 0 560.9945 97.1039 0.019954307 NA NA NA NA 1600.01236570958
"3850" "12JSmul4" "Smul" "Subcanopy" 5.854016667 117.94665 604797.4524 647155.6015 604493.4134 647094.9165 41 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 61 0 0 0 "0" 0 575.7371 106.3419 0.085499824 NA NA NA NA 116.999073121788
"3851" "12JSmul5" "Smul" "Subcanopy" 5.854066667 117.9466167 604793.7563 647161.1231 604489.7173 647100.4381 41 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 54 1 0 0 "0" 0 572.041 111.8635 0.05731023 NA NA NA NA 3003.59569268898
"3852" "12JSmul6" "Smul" "Subcanopy" 5.854133333 117.9466167 604793.7439 647168.4935 604489.7049 647107.8085 41 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 37 0 0 0 "0" 0 572.0286 119.2339 0.055869997 NA NA NA NA 17.5468840609748
"3853" "12JSmul7" "Smul" "Subcanopy" 5.85485 117.9463167 604760.3964 647247.6697 604456.3574 647186.9847 20 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 54 1 0 NA "0" 0 538.6811 198.4101 0.005813885 2 4 7 0 2916
"3854" "12KSmul1" "Smul" "Subcanopy" 5.8549 117.9483167 604981.8136 647253.571 604677.7746 647192.886 39.01729 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 34.3 1 0 0 "0" 0 760.0983 204.3114 0.098157005 NA NA NA NA 1281.51483265898
"3855" "12KSmul10" "Smul" "Subcanopy" 5.854733333 117.9477167 604915.4167 647235.0327 604611.3777 647174.3477 50 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 49 1 0 0 "0" 0 693.7014 185.7731 0.080585848 NA NA NA NA 2457.37473957743
"3856" "12KSmul11" "Smul" "Subcanopy" 5.8547 117.94775 604919.1097 647231.3538 604615.0707 647170.6688 50.74739 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 42 1 0 0 "0" 0 697.3944 182.0942 0.08912019 NA NA NA NA 1828.21432013182
"3857" "12KSmul12" "Smul" "Subcanopy" 5.854716667 117.9478167 604926.4912 647233.2089 604622.4522 647172.5239 48.77214 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 40 1 0 0 "0" 0 704.7759 183.9493 0.069069812 NA NA NA NA 1612.77630451249
"3858" "12KSmul13" "Smul" "Subcanopy" 5.85475 117.9474333 604884.0375 647236.8224 604579.9985 647176.1374 45.50723 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 30 1 0 0 "0" 0 662.3222 187.5628 0.037890093 NA NA NA NA 900.689739186668
"3859" "12KSmul14" "Smul" "Subcanopy" 5.854566667 117.94745 604885.9206 647216.5569 604581.8816 647155.8719 47 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 56 1 0 0 "0" 0 664.2053 167.2973 0.036688621 NA NA NA NA 3141.34525974373
"3860" "12KSmul15" "Smul" "Subcanopy" 5.854716667 117.9473 604869.2856 647233.1124 604565.2466 647172.4274 46 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 52 1 0 0 "0" 0 647.5703 183.8528 0.041487168 NA NA NA NA 2716.0750535759
"3861" "12KSmul16" "Smul" "Subcanopy" 5.854916667 117.9473833 604878.4707 647255.2392 604574.4317 647194.5542 40 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 43 1 0 0 "0" 0 656.7554 205.9796 0.027183046 NA NA NA NA 1849.05698733776
"3862" "12KSmul17" "Smul" "Subcanopy" 5.854783333 117.9473333 604872.9599 647240.4889 604568.9209 647179.8039 46 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 70 1 0 1 "0" 0 651.2446 191.2293 0.04559092 NA NA NA NA 4912.73168585889
"3863" "12KSmul18" "Smul" "Subcanopy" 5.854933333 117.9469333 604828.6467 647256.9977 604524.6077 647196.3127 31.98838 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 59.4 1 0 0 "0" 0 606.9314 207.7381 0.035177903 NA NA NA NA 3563.98439851535
"3864" "12KSmul19" "Smul" "Subcanopy" 5.8547 117.9471167 604848.995 647231.2355 604544.956 647170.5505 42.2552 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 47 1 0 0 "0" 0 627.2797 181.9759 0.023416124 NA NA NA NA 2209.07334309077
"3865" "12KSmul2" "Smul" "Subcanopy" 5.854916667 117.9480667 604954.1322 647255.3669 604650.0932 647194.6819 43 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 60 1 1 0 "0" 0 732.4169 206.1073 0.040129052 NA NA NA NA 3600.06019879016
"3866" "12KSmul20" "Smul" "Subcanopy" 5.8546 117.9470167 604837.9423 647220.1612 604533.9033 647159.4762 38 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 78 1 0 0 "0" 0 616.227 170.9016 0.019624098 NA NA NA NA 6084.07148766939
"3867" "12KSmul21" "Smul" "Subcanopy" 5.854566667 117.9475333 604895.143 647216.5725 604591.104 647155.8875 49 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 57 1 0 0 "0" 0 673.4277 167.3129 0.036793395 NA NA NA NA 3254.34389340872
"3868" "12KSmul22" "Smul" "Subcanopy" 5.8544 117.9472833 604867.4957 647198.0997 604563.4567 647137.4147 31 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 71 1 0 0 "0" 0 645.7804 148.8401 0.021440567 9 39 20 0 5041.00006129916
"3869" "12KSmul23" "Smul" "Subcanopy" 5.854466667 117.9477833 604922.84 647205.5635 604618.801 647144.8785 51 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 52.5 1 0 0 "0" 0 701.1247 156.3039 0.024128036 9 84 7 11 2756.25056308064
"3870" "12KSmul24" "Smul" "Subcanopy" 5.85465 117.9478667 604932.0393 647225.8477 604628.0003 647165.1627 47.62584 "A1" "Shorea_multiflora" 30 0.53 NA "dry" 50 1 0 0 "0" 0 710.324 176.5881 0.046901086 NA NA NA NA 2503.48951854267
"3871" "12KSmul25" "Smul" "Subcanopy" 5.85455 117.94825 604974.4944 647214.8637 604670.4554 647154.1787 35 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 80 1 0 0 "0" 0 752.7791 165.6041 0.023404408 NA NA NA NA 6400.00232835188
"3872" "12KSmul26" "Smul" "Subcanopy" 5.854366667 117.9483 604980.0643 647194.6044 604676.0253 647133.9194 37 "A2" "Shorea_multiflora" 30 0.53 NA "dry" 61.5 1 0 0 "0" 0 758.349 145.3448 0.020648384 NA NA NA NA 3782.2523326542
